"AREA","ST","STATE","OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP.2012","JOBS_1000.2012","LOC_Q.2012","A_MEAN2012","A_PCT10.2012","A_PCT25.2012","A_MEDIAN.2012","A_PCT75.2012","A_PCT90.2012","TOT_EMP.2013","JOBS_1000.2013","LOC_Q.2013","A_MEAN2013","A_PCT10.2013","A_PCT25.2013","A_MEDIAN.2013","A_PCT75.2013","A_PCT90.2013","TOT_EMP.2010","JOBS_1000.2010","LOC.QUOTIENT.2010","A_MEAN2010","A_PCT10.2010","A_PCT25.2010","A_MEDIAN.2010","A_PCT75.2010","A_PCT90.2010","TOT_EMP.2011","JOBS_1000.2011","LOC.QUOTIENT.2011","A_MEAN2011","A_PCT10.2011","A_PCT25.2011","A_MEDIAN.2011","A_PCT75.2011","A_PCT90.2011","TOT_EMP.2014","JOBS_1000.2014","LOC_Q.2014","A_MEAN2014","A_PCT10.2014","A_PCT25.2014","A_MEDIAN.2014","A_PCT75.2014","A_PCT90.2014","TOT_EMP.2015","JOBS_1000.2015","LOC_Q.2015","A_MEAN2015","A_PCT10.2015","A_PCT25.2015","A_MEDIAN.2015","A_PCT75.2015","A_PCT90.2015"
1,"AL","Alabama","00-0000","All Occupations","total","1.824.400","1000,000","1,00","39.550","17.150","19.850","29.950","48.090","72.230","1.844.080","1000,000","1,00","40.240","17.200","20.010","30.390","49.180","73.620","1.807.480","1000,000","1,000","38.590","16.470","19.630","29.570","46.940","69.670","1.809.420","1000,000","1,00","39.180","17.110","19.910","29.850","47.650","71.100","1.857.530","1000,000","1,00","40.890","17.260","20.220","30.850","49.810","74.950","1.883.310","1000,000","1,00","41.920","17.380","20.650","31.550","50.730","76.720"
